M	MARISSA (CONT'D)	I hope you find what you're looking for.
F	HANNA	Thank you. She gets out and shuts the door behind her. HANNA walks through the trees along a track. Overgrown, not She reaches a hidden entrance off the track. By the entrance She stares at the sign, tries the gate - yes, locked. Then The tunnels seem to stretch on for miles ahead of her. HANNA steps forward and shines her torch down at the tiny red She walks on into the dark. HANNA finds a door which she pushes at. The door is stiff, She begins to remember as, from a distant place, she hears Then, in an instant, they're gone again and silence returns. She walks on through the tunnels. At one end is a steep pile of metal bed frames.
M	CHILDREN	Happy Birthday to you, Happy Birthday to you... From the far end of the dormitory come a procession of
M	CHILDREN (CONT'D)	Happy Biirrrrthday, dear... The CHILDREN arrive at HANNA lifting the cake towards her.
M	CHILDREN (CONT'D)	... Hanna. Happy Birthday to you! HANNA leans forward, takes a deep breath and blows. The HANNA swings her torch beam in the direction of the HANNA raises her torch beam to see the face of the woman from
F	HANNA	You're Marissa Wiegler. HANNA starts to shake. MARISSA has her gun pointing at HANNA but her expression is
F	MARISSA	Don't worry sweetie. I don't want to hurt you. MARISSA'S tone has turned into a twisted interpretation of HANNA does not move. Like a wild animal cornered.
M	MARISSA (CONT'D)	I could have killed you already when you were asleep in the car. HANNA'S still shaking. HANNA now sees ISAACS and his HENCHMEN, three of them, all
M	MARISSA (CONT'D)	Did Erik tell you about this place?
F	HANNA	Where are the other children? She looks at MARISSA, who waits, then answers quietly.
F	MARISSA	Sleeping. They're all sleeping.
F	HANNA	I don't believe you.
F	MARISSA	I can protect you, Hanna. Make sure you walk out of here and keep walking. Grow up and grow old in safety and security. No one need know a thing. But you have to trust me. You can't talk about this with anyone. It's what we call âclassified.â If you tell anyone, it'll be dangerous for both of us. HANNA looks at her, remembering what ERIK told her, trying
F	HANNA	You killed my mother.
F	MARISSA	You're mother didn't want you, sweetie. I saved you. HANNA just stares, not believing her.
M	MARISSA (CONT'D)	I'm the only person left who understands who you are. The only one who cares. MARISSA holds out a hand to HANNA, for HANNA to take, a
M	MARISSA (CONT'D)	I practically am your mother. HANNA'S stomach turns in horror. She switches off her torch ISAACS raises his gun fires. HANNA crouches down, she sniffs the air, can smell them A HENCHMAN treads carefully down the tunnel. We see his point Like a ghost HANNA'S face appears up close, her eyes a pearly She slams the gun back in the HENCHMAN'S face. HANNA now has the first HENCHMAN'S rifle. She releases her grip on the trigger and the deer scampers A HENCHMAN enters the lab carrying a hand gun and a small She fires but is off target and only catches the HENCHMAN'S He drops his torch which slides across the floor. She stops at the cabinet and fires three shots into its The dead HENCHMAN slides out from the cabinet. She switches the torch off. Alerted by the sound of ISAACS' shot HANNA starts to pursue Suddenly the bed he's under is lifted straight up in the air With all his might ISAACS pushes at the bed and lifts it off They fight. HANNA picks up the torch and slams the torch across his HANNA sits back on the bed and looks at her bloodied hands -
F	HANNA	No more. No more. Tears are streaming down her face as she reaches sight of the MARISSA raises the gun and aims at HANNA - but HANNA comes
M	HANNA (CONT'D)	Everything I see is nothing I want. MARISSA looks at HANNA, her gentle, childlike countenance.
F	MARISSA	Let me take care of you?
F	HANNA	No. I don't want that. HANNA turns her back on MARISSA and starts to walks in the MARISSA watches her walk away. HANNA walks waiting for the shot to come.
F	MARISSA	Hanna. HANNA spins, fires directly at CAMERA. The sun spreads its golden fingers through the trees catching A wide shot of the HANNA'S cabin, wisps of smoke rise from HANNA steps out of the cabin. She's back wearing her furs In VOICE-OVER we hear HANNA reading from her beloved
M	HANNA (V.O.)	The Earth is the third planet from the Sun, and the fifth-largest of the eight planets in the Solar System. HANNA sits down on a tree trunk outside the cabin and pours
M	HANNA (V.O.) (CONT'D)	Home to millions of species, including humans, Earth is the only place in the universe where life is known to exist. She raises her head and makes a small clicking sound. Her HANNA watches as the cubs approach the milk and begin to
M	HANNA (V.O.) (CONT'D)	The planet formed over four and a half billion years ago, and life appeared on its surface within a billion years. HANNA sits back and feels the sunlight on her face. Above her It is expected to continue supporting life for another one and a half billion years, after which the rising luminosity of the Sun will eliminate it all. HANNA surveys her beautiful world.
